date,prediction,origin,training score,predicting score
2015/4/15 04:30,[ 268.19733148],273.33301399999999,0.98453362090278085,0.98447227677134175
2015/4/15 04:45,[ 268.57273125],279.54572200000001,0.96403263747348134,0.95829175221258245
2015/4/15 05:00,[ 264.63491686],291.251507,0.92752656746485518,0.91062316354401518
2015/4/15 05:15,[ 269.68151656],309.475437,0.88968969096395978,0.84240028401797862
2015/4/15 05:30,[ 278.23977885],328.05474199999998,0.83709424401086041,0.78184264858845309
2015/4/15 05:45,[ 292.34618716],342.92059,0.78638551186330674,0.71347385901956084
2015/4/15 06:00,[ 291.19566149],351.32740799999999,0.72524176470028423,0.50832222187540976
2015/4/15 06:15,[ 309.57118291],392.88860899999997,0.67132576466802885,0.53750481118084026
2015/4/15 06:30,[ 330.16855168],405.60291899999999,0.61189260197766704,0.42887253150551718
2015/4/15 06:45,[ 353.01824569],440.66960999999998,0.54655380690668753,0.41039872336351679
2015/4/15 07:00,[ 357.76203922],453.87564800000001,0.48696344194063501,0.3690112560454567
2015/4/15 07:15,[ 357.92102017],486.78307699999999,0.4330800226535424,0.23149245119215187
2015/4/15 07:30,[ 397.77183979],488.171581,0.37167429747479841,0.033846144548069446
2015/4/15 07:45,[ 392.93657101],527.25683900000001,0.32415137906459701,-0.0031654180549289812
2015/4/15 08:00,[ 410.08220419],535.07722899999999,0.29033126127618303,-0.012293017236144399
2015/4/15 08:15,[ 426.73568064],561.55023200000005,0.26354932492902405,-0.054162054954689294
2015/4/15 08:30,[ 439.0463098],565.04415200000005,0.24404483985575265,-0.13254778944914691
2015/4/15 08:45,[ 444.61260116],577.46219199999996,0.23991998027307315,-0.28897639959636767
2015/4/15 09:00,[ 488.28409371],579.84301400000004,0.25526541622277754,-0.16429964833393917
2015/4/15 09:15,[ 502.98844586],583.47933599999999,0.25055624819740752,-0.29717948171187736
2015/4/15 09:30,[ 513.18188428],575.58948399999997,0.24844159332350935,-0.11369446984636888
2015/4/15 09:45,[ 501.33547433],577.73614299999997,0.27274512546068741,-0.2799337572898366
2015/4/15 10:00,[ 490.27338691],577.46008400000005,0.2898053239127597,-0.57268641130141096
2015/4/15 10:15,[ 503.31450492],590.27996800000005,0.32553561296951328,-0.50429988508549473
2015/4/15 10:30,[ 497.8930816],573.56997899999999,0.35986227772853208,-0.45327845464835081
2015/4/15 10:45,[ 518.62465621],586.63947299999995,0.36373081991224987,-0.48011224021466242
2015/4/15 11:00,[ 528.77762791],579.06627000000003,0.38700095675328661,-0.19437699365294026
2015/4/15 11:15,[ 546.79345432],587.26503700000001,0.40926137461364465,-0.089598603700822954
2015/4/15 11:30,[ 567.31470531],576.82394099999999,0.42483486330973008,-0.21720901286013231
2015/4/15 11:45,[ 544.69557691],577.21743900000001,0.43616736272492218,-0.40528426390696276
2015/4/15 12:00,[ 528.0221035],575.75551099999996,0.4407645711312822,-0.61452007752765581
2015/4/15 12:15,[ 529.58204295],559.98580600000003,0.45193094405108081,-0.21004690090896114
2015/4/15 12:30,[ 535.80715198],545.63860899999997,0.47626860821812744,-1.0397234829949222
2015/4/15 12:45,[ 570.9254849],563.10011599999996,0.47379591942385313,-0.2691746687951917
2015/4/15 13:00,[ 544.77289923],547.00782900000002,0.47921141513345045,-0.49346834415003071
2015/4/15 13:15,[ 554.00773559],547.03835600000002,0.48085120033056261,-0.083186502580544275
2015/4/15 13:30,[ 517.55410944],548.47532100000001,0.4910149970294993,-0.21743021786966743
2015/4/15 13:45,[ 523.8392901],567.72767099999999,0.48334750528467474,-0.1363050213474073
2015/4/15 14:00,[ 515.96278049],564.365227,0.49396441611132758,0.0083323989081490746
2015/4/15 14:15,[ 525.93987495],560.79811400000006,0.49076592973808758,0.079888273199382187
2015/4/15 14:30,[ 522.39767619],559.77181199999995,0.4935328225268511,0.0094624331899333392
2015/4/15 14:45,[ 522.18517977],575.98615400000006,0.46908077311468743,0.17646091453704182
2015/4/15 15:00,[ 510.02626717],568.55548999999996,0.48011619991550081,0.20002505880375798
2015/4/15 15:15,[ 513.02216457],570.94905200000005,0.46231878963848472,0.086204141515133226
2015/4/15 15:30,[ 509.43258159],564.92420400000003,0.47324655881548161,0.0018213870668448706
2015/4/15 15:45,[ 536.66497284],587.33189700000003,0.46248442217083818,0.035411334354924606
2015/4/15 16:00,[ 515.66188258],574.83044299999995,0.46413538790060682,-0.036333111511023919
2015/4/15 16:15,[ 556.82425586],574.14522699999998,0.47777127737583125,-0.0065483674066659781
2015/4/15 16:30,[ 537.65193349],576.57696499999997,0.47877268862257572,-0.063312561249953658
2015/4/15 16:45,[ 557.28216688],599.30533200000002,0.48580280170090806,-0.16566610514387881
2015/4/15 17:00,[ 541.78542034],593.30233899999996,0.49362707904928477,-0.19887321984930617
2015/4/15 17:15,[ 553.20027255],593.88380400000005,0.50057847278957102,-0.34943820821765326
2015/4/15 17:30,[ 558.01367025],596.32616399999995,0.51327442439064264,-0.30839822773163772
2015/4/15 17:45,[ 555.91407598],611.80053699999996,0.53105342892891594,-0.26814041159587187
2015/4/15 18:00,[ 566.05604635],602.059168,0.53773300488951914,-0.42975863242793366
2015/4/15 18:15,[ 566.10228664],606.96163300000001,0.54273442560549223,-0.41325883244617345
2015/4/15 18:30,[ 568.51523083],595.91443600000002,0.54438468234659965,-0.7403178318406588
2015/4/15 18:45,[ 562.54926279],603.63710200000003,0.54686989602747449,-0.72187893843388973
2015/4/15 19:00,[ 569.04568221],604.63384599999995,0.54085314512728599,-0.59278308852882788
2015/4/15 19:15,[ 586.94709075],602.16368799999998,0.53715111810842897,-0.6987818668132908
2015/4/15 19:30,[ 574.0455771],580.063941,0.51817097795501643,-0.72402376357974096
2015/4/15 19:45,[ 566.80418055],585.24996799999997,0.50197626455169475,-0.67747891262020676
2015/4/15 20:00,[ 557.03093433],569.72971500000006,0.47763803010809047,-0.64593807076979481
2015/4/15 20:15,[ 575.71520765],570.16017899999997,0.46132874156927106,-0.37330009267281844
2015/4/15 20:30,[ 557.22216981],552.66958899999997,0.43566245579911245,-0.53604944390121112
2015/4/15 20:45,[ 570.23746767],556.48505799999998,0.40380065349287464,-0.49302877752146207
2015/4/15 21:00,[ 557.88922343],543.65752399999997,0.37542263293052391,-0.50822834880576773
2015/4/15 21:15,[ 582.05646699],547.86676499999999,0.34215062495631809,-0.56825339781712714
2015/4/15 21:30,[ 565.83334309],534.74836700000003,0.3081651633876662,-0.66485944061554203
2015/4/15 21:45,[ 561.56283936],525.45730200000003,0.2587867636602591,-0.49335619145044735
2015/4/15 22:00,[ 536.50260116],523.69170699999995,0.2305854993048233,-0.39548750648942432
2015/4/15 22:15,[ 528.2350164],516.98683900000003,0.20110687848524178,-0.3268680272817035
2015/4/15 22:30,[ 532.25587278],502.105279,0.19821609866536449,-0.26717772952674235
2015/4/15 22:45,[ 535.22801986],507.942318,0.17003063448067779,-0.49845590479159596
2015/4/15 23:00,[ 502.04045493],489.57012600000002,0.14756091686879846,-0.24760713947923207
2015/4/15 23:15,[ 519.43536216],471.57944199999997,0.15052895147428114,-0.29585425225531892
2015/4/15 23:30,[ 520.06599872],453.71973700000001,0.16961234495591759,-0.19905145522406387
2015/4/15 23:45,[ 475.54453622],423.609262,0.21114350953100525,-0.12926204522707607
2015/4/16 00:00,[ 449.91314167],390.34889399999997,0.22346356544382229,-0.22166596657435567
2015/4/16 00:15,[ 411.78661176],363.70989500000002,0.24454518987190144,-0.21517884881264648
2015/4/16 00:30,[ 408.68463999],349.71059000000002,0.26593980138486351,0.09190768685589279
2015/4/16 00:45,[ 375.33011719],332.84083199999998,0.31431155354443585,0.15116494400842617
2015/4/16 01:00,[ 390.65804939],323.43864100000002,0.35589404807717229,0.13430963126126005
2015/4/16 01:15,[ 365.87368607],304.53065299999997,0.39138487301232217,0.13798904283197855
2015/4/16 01:30,[ 336.57327711],295.50701800000002,0.45948215913347812,0.36153751276540103
2015/4/16 01:45,[ 327.53118106],291.37773399999998,0.50403814481249176,0.3627510255623439
2015/4/16 02:00,[ 307.67319973],289.87224400000002,0.55558779019705951,0.50612262452561319
2015/4/16 02:15,[ 307.2121252],287.68286599999999,0.61837488467875801,0.56953565670798523
2015/4/16 02:30,[ 281.92493379],285.14869299999998,0.67838595523886214,0.62127458223784227
2015/4/16 02:45,[ 290.72760019],292.88523700000002,0.74125640632827861,0.66601724572520726
2015/4/16 03:00,[ 285.01215904],290.83132799999998,0.79149727710671569,0.75936133158113051
2015/4/16 03:15,[ 278.57175134],290.52191800000003,0.84518357391055376,0.76594717351325525
2015/4/16 03:30,[ 274.07036792],290.85455200000001,0.88588831131284684,0.80135983052458748
2015/4/16 03:45,[ 275.68253056],287.20591100000001,0.9177762232451453,0.80779060779009981
2015/4/16 04:00,[ 266.00804977],283.027671,0.9363941831991186,0.80911334876099417
2015/4/16 04:15,[ 265.45433336],281.22928300000001,0.94731562920700108,0.80459459769344555
